id,name,group,pattern,equipment,level,tracks,source,purpose,caution
bent-knee-reverse-hip-raise,Bent-Knee Reverse Hip Raise,Glutes / Hamstrings,Hinge,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
bent-knee-swiss-ball-reverse-hip-raise,Bent-Knee Swiss-Ball Reverse Hip Raise,Glutes / Hamstrings,Hinge,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
cable-pull-through,Cable Pull Through,Glutes / Hamstrings,Hinge,Cable station,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
dumbbell-deadlift,Dumbbell Deadlift,Glutes / Hamstrings,Hinge,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
dumbbell-straight-leg-deadlift,Dumbbell Straight-Leg Deadlift,Glutes / Hamstrings,Hinge,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
hip-raise,Hip Raise,Glutes / Hamstrings,Hinge,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
hip-raise-with-feet-on-a-swiss-ball,Hip Raise with Feet on a Swiss Ball,Glutes / Hamstrings,Hinge,Swiss ball,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
hip-raise-with-head-on-a-bosu-ball,Hip Raise with Head on a Bosu Ball,Glutes / Hamstrings,Hinge,Bosu ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
hip-raise-with-head-on-a-swiss-ball,Hip Raise with Head on a Swiss Ball,Glutes / Hamstrings,Hinge,Swiss ball,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
hip-raise-with-knee-press-out,Hip Raise with Knee Press-Out,Glutes / Hamstrings,Hinge,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
hip-raise-with-knee-squeeze,Hip Raise with Knee Squeeze,Glutes / Hamstrings,Hinge,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
marching-hip-raise,Marching Hip Raise,Glutes / Hamstrings,Hinge,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
marching-hip-raise-with-feet-on-a-swiss-ball,Marching Hip Raise with Feet on a Swiss Ball,Glutes / Hamstrings,Hinge,Swiss ball,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
reverse-hip-raise,Reverse Hip Raise,Glutes / Hamstrings,Hinge,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
rotational-dumbbell-straight-leg-deadlift,Rotational Dumbbell Straight-Leg Deadlift,Glutes / Hamstrings,Hinge,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
seated-barbell-good-morning,Seated Barbell Good Morning,Glutes / Hamstrings,Hinge,Barbell,Intermediate,Adult Strength; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-arm-deadlift,Single-Arm Deadlift,Glutes / Hamstrings,Hinge,General,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-back-extension,Single-Leg Back Extension,Glutes / Hamstrings,Hinge,General,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-barbell-deadlift,Single-Leg Barbell Deadlift,Glutes / Hamstrings,Hinge,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-barbell-good-morning,Single-Leg Barbell Good Morning,Glutes / Hamstrings,Hinge,Barbell,Intermediate,Adult Strength; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-barbell-straight-leg-deadlift,Single-Leg Barbell Straight-Leg Deadlift,Glutes / Hamstrings,Hinge,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-dumbbell-deadlift,Single-Leg Dumbbell Deadlift,Glutes / Hamstrings,Hinge,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-dumbbell-straight-leg-deadlift,Single-Leg Dumbbell Straight-Leg Deadlift,Glutes / Hamstrings,Hinge,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-hip-raise,Single-Leg Hip Raise,Glutes / Hamstrings,Hinge,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-hip-raise-with-foot-on-bench,Single-Leg Hip Raise with Foot on Bench,Glutes / Hamstrings,Hinge,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-hip-raise-with-foot-on-step,Single-Leg Hip Raise with Foot on Step,Glutes / Hamstrings,Hinge,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-hip-raise-with-foot-on-a-bosu-ball,Single-Leg Hip Raise with Foot on a Bosu Ball,Glutes / Hamstrings,Hinge,Bosu ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-hip-raise-with-foot-on-a-foam-roller,Single-Leg Hip Raise with Foot on a Foam Roller,Glutes / Hamstrings,Hinge,Foam roller,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-hip-raise-with-foot-on-a-medicine-ball,Single-Leg Hip Raise with Foot on a Medicine Ball,Glutes / Hamstrings,Hinge,Medicine ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-hip-raise-with-head-on-a-bosu-ball,Single-Leg Hip Raise with Head on a Bosu Ball,Glutes / Hamstrings,Hinge,Bosu ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-hip-raise-with-head-on-a-swiss-ball,Single-Leg Hip Raise with Head on a Swiss Ball,Glutes / Hamstrings,Hinge,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-hip-raise-with-knee-hold,Single-Leg Hip Raise with Knee Hold,Glutes / Hamstrings,Hinge,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-sliding-leg-curl,Single-Leg Sliding Leg Curl,Glutes / Hamstrings,Hinge,Sliders / Valslides,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
single-leg-swiss-ball-hip-raise-and-leg-curl,Single-Leg Swiss-Ball Hip Raise and Leg Curl,Glutes / Hamstrings,Hinge,Swiss ball,Advanced,50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.",Best for trained clients; regress when control or comfort is uncertain.
sliding-leg-curl,Sliding Leg Curl,Glutes / Hamstrings,Hinge,Sliders / Valslides,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
split-barbell-good-morning,Split Barbell Good Morning,Glutes / Hamstrings,Hinge,Barbell,Intermediate,Adult Strength; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
sumo-deadlift,Sumo Deadlift,Glutes / Hamstrings,Hinge,General,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
swiss-ball-hip-raise-and-leg-curl,Swiss-Ball Hip Raise and Leg Curl,Glutes / Hamstrings,Hinge,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
swiss-ball-hip-raise-and-leg-curl-with-toes-in,Swiss-Ball Hip Raise and Leg Curl with Toes In,Glutes / Hamstrings,Hinge,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
swiss-ball-hip-raise-and-leg-curl-with-toes-out,Swiss-Ball Hip Raise and Leg Curl with Toes Out,Glutes / Hamstrings,Hinge,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
swiss-ball-reverse-hip-raise,Swiss-Ball Reverse Hip Raise,Glutes / Hamstrings,Hinge,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
weighted-hip-raise,Weighted Hip Raise,Glutes / Hamstrings,Hinge,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
wide-grip-barbell-deadlift,Wide-Grip Barbell Deadlift,Glutes / Hamstrings,Hinge,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
zercher-good-morning,Zercher Good Morning,Glutes / Hamstrings,Hinge,General,Intermediate,Adult Strength; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
lying-glute-stretch,Lying Glute Stretch,Glutes / Hamstrings,Mobility,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,Maintains usable range of motion for better lifting and daily movement.,"Stretch or mobilize into comfort, not pain."
standing-hamstring-stretch,Standing Hamstring Stretch,Glutes / Hamstrings,Mobility,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,Maintains usable range of motion for better lifting and daily movement.,"Stretch or mobilize into comfort, not pain."
kettlebell-swing,Kettlebell Swing,Glutes / Hamstrings,Power,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
single-arm-dumbbell-swing,Single-Arm Dumbbell Swing,Glutes / Hamstrings,Power,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
band-side-leg-raise,Band Side Leg Raise,Glutes / Hamstrings,Squat,Bands,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-lateral-stepup,Barbell Lateral Stepup,Glutes / Hamstrings,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-stepup,Barbell Stepup,Glutes / Hamstrings,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
clamshell,Clamshell,Glutes / Hamstrings,Squat,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
crossover-dumbbell-stepup,Crossover Dumbbell Stepup,Glutes / Hamstrings,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-stepup,Dumbbell Stepup,Glutes / Hamstrings,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
lateral-band-walks,Lateral Band Walks,Glutes / Hamstrings,Squat,Bands,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
lateral-dumbbell-stepup,Lateral Dumbbell Stepup,Glutes / Hamstrings,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
standing-cable-hip-abduction,Standing Cable Hip Abduction,Glutes / Hamstrings,Squat,Cable station,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
standing-resistance-band-hip-abduction,Standing Resistance-Band Hip Abduction,Glutes / Hamstrings,Squat,Bands,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
45-degree-plank,45-Degree Plank,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
alternating-situp,Alternating Situp,Core / Abs,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
barbell-rollout,Barbell Rollout,Core / Spine,Core Stability,Barbell,Advanced,Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,Best for trained clients; regress when control or comfort is uncertain.
bird-dog,Bird Dog,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
cable-core-press,Cable Core Press,Core / Spine,Core Stability,Cable station,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
cross-body-mountain-climber,Cross-Body Mountain Climber,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
cross-body-mountain-climber-with-feet-on-swiss-ball,Cross-Body Mountain Climber with Feet on Swiss Ball,Core / Spine,Core Stability,Swiss ball,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
crossed-arms-crunch,Crossed-Arms Crunch,Core / Abs,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
crossed-arms-situp,Crossed-Arms Situp,Core / Abs,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
crunch,Crunch,Core / Abs,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
curlup-with-raised-elbows,Curlup with Raised Elbows,Core / Spine,Core Stability,General,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
decline-situp,Decline Situp,Core / Abs,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
elevated-feet-plank,Elevated-Feet Plank,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
extended-plank,Extended Plank,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
fire-hydrant-in-out,Fire Hydrant In-Out,Core / Spine,Core Stability,General,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
foam-roller-reverse-crunch-on-bench,Foam-Roller Reverse Crunch on Bench,Core / Abs,Core Stability,Foam roller,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
foam-roller-reverse-crunch-with-dumbbell,Foam-Roller Reverse Crunch with Dumbbell,Core / Abs,Core Stability,Dumbbells,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
foam-roller-reverse-crunch-with-medicine-ball,Foam-Roller Reverse Crunch with Medicine Ball,Core / Abs,Core Stability,Medicine ball,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
half-kneeling-stability-chop,Half-Kneeling Stability Chop,Core / Spine,Core Stability,General,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
half-kneeling-stability-reverse-chop,Half-Kneeling Stability Reverse Chop,Core / Spine,Core Stability,General,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
hanging-hurdle,Hanging Hurdle,Core / Abs,Core Stability,Bar / station,Advanced,Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,Best for trained clients; regress when control or comfort is uncertain.
hanging-leg-raise,Hanging Leg Raise,Core / Abs,Core Stability,Bar / station,Advanced,Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,Best for trained clients; regress when control or comfort is uncertain.
hanging-oblique-raise,Hanging Oblique Raise,Core / Abs,Core Stability,Bar / station,Advanced,Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,Best for trained clients; regress when control or comfort is uncertain.
hanging-single-leg-raise,Hanging Single-Leg Raise,Core / Abs,Core Stability,Bar / station,Advanced,Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,Best for trained clients; regress when control or comfort is uncertain.
incline-reverse-crunch,Incline Reverse Crunch,Core / Abs,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
kneeling-plank,Kneeling Plank,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
kneeling-stability-chop,Kneeling Stability Chop,Core / Spine,Core Stability,General,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
kneeling-stability-reverse-chop,Kneeling Stability Reverse Chop,Core / Spine,Core Stability,General,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
lateral-roll,Lateral Roll,Core / Spine,Core Stability,General,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
leg-lowering-drill,Leg-Lowering Drill,Core / Abs,Core Stability,General,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
mcgill-curlup,McGill Curlup,Core / Spine,Core Stability,General,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
medicine-ball-leg-drops,Medicine-Ball Leg Drops,Core / Abs,Core Stability,Medicine ball,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
medicine-ball-v-up,Medicine-Ball V-Up,Core / Abs,Core Stability,Medicine ball,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
modified-side-plank,Modified Side Plank,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
modified-situp,Modified Situp,Core / Abs,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
modified-v-up,Modified V-Up,Core / Abs,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
mountain-climber,Mountain Climber,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
